twitts,sentiment
I feel like all I've done today is cook/clean. I miss my baby even though he's been w/ me all day.  &amp; I'm so tired. Diapers are put away!,0
"@mcawilliams noooooo, the worldwide photowalk is the same date as the wedding I'm photographing ",0
@lisuhh hoee! follllow me  ive only got 2 folllowers and thats quit embarasssing,1
@kaytee8 LOL. kdramas can be soo time consuming to fangirl. dont have that luxury anymore. ,0
"Goodnight World, Get Ready to &quot;Get It Done Today!&quot;....soon  Can't wait to share this with you!",1
Off to get some lunch ,1
i hate not being able 2 sleep. i couldnt sleep until 8am ,0
Tonight it's Arj Barker. I'm getting used to going out every other night. What will I do when #MICF ends...? Jazz Festival! ,1
@martinfaux He certainly gives good interview ,1
"doing my assignment,geez..  ",0
nobody ever replys to my tweets. lmaoo; i guess i must be borinng ,1
@SkelIy  yes    i know shame on me,0
Packing is the worst... ,0
23 Days Til My Hols!!  Cant wait ,1
simera to apogevmataki FREE HUGS..ermou k 8isio.. ,1
my toes are cold. ,0
@SisterDiane What a fantastic weekend. Thanks for taking time to hang and chat with me!!!! Stay gold ,1
"trying to change for bad habit of my students...that is, coming late and absence without notice..  ë´ìê³¼ ìì?´ë¤ì? ì ì?! ",0
@ginology awwwwwwwwwww you don't have to do that! That is so sweet! Not sure how i would autograph it  You could send it to me...,1
"@supercopygurl lol heavy night I wish - no, woke up with full on flu  super-grumpy but getting meds today so I can kill it quick!",0
@rustyrockets et's genitals are in his magic glowing finger ,1
@daijamae Hiya Hun!! Been great ta as been off on leave all week - not looking forward to going back to work tomorrow  How's you?,0
@marquis66  Much love coming your way.,0
@NadavS Cant wait to do some of those things ,1
@rdroyce Praise God for good teaching; praying for protection/health in heat/dust --helps to use a cloth over mouth/face on the bikes  gbu,1
Is going to Philadelphia tomorrow. Airport at 445 am. ,0
relaxing today. out with rachel later ,1
@Durf lolol... sad but true. Not really my style though  I'll just grumble about it or use Outlook under Fusion.,1
@austrolatrish what door? ,0
"I'll go Skate Boarding Down My House!  But...I'm sad, One person isn't with me now! s2  ",0
Waiting for kodak to open so I can get pics for my US student visa. I'm gonna be late  hate this visa thing. SUCKS,0
EVERYONE WHO HELPED ME OUT WIT THE CONTEST LAST WEKK RETWEET THAT ISH ,1
@sassyminidolls Thank you.  We do love our critters eh?  . . . and here I was prepared for the worst. I shipped you package yesterday. ,1
"I think I pulled a muscle in my ankle, great more ice ",0
I'm the only one wearing pants today! ,1
think my puter has a virus ,0
with my bff. ,1
@ky13w4yn3: I miss him too! I can no longer look at Popcorn the same... ,0
cash moneyz? ,0
Could do with food. Shannon and sean don't seem like eating soon. Fail ,0
@rebeccashearing You are welcome my dear ! ,1
"if i am nice to people, will they be nice back? or will i get a metaphorical slap in the face? stress in the air. bad. ",0
@JTrueblood1 LMA0 slu is slacking!! like fa reallll ...the classes don`T seem to pertain to anything at MiZZ0U ..DAMN PRiVATE SCH00L! ,0
Am I following real Leona Lewis... check it out 4 me ,1
@knitpurlgurl Would you be shocked to learn that isnt true  #oscarmayer #bluebox,1
Time to get ready for bed.  Got to get up and go to work tomorrow! ,0
@DNiCESEOUL lOl cause i know you bestfriend. i KNOW you. ,1
@piping_hot What is it with dentist/orthodontists and teeth this week?  ,1
Christ alone can bring lasting peace - peace with God - peace among men and nations - and peace within our hearts. Billy Graham ,1
@wuvie i wish that your drive could have been better.  But how was the cook-off?  sorry i couldn't make it ,0
@danluvisiart Whoa that's alot considering that you always detail your work like there is no tomorrow! ,1
"@dalerankine well, so I can take a vacation !!! ",1
@Jojo_feat awwwww the video ,1
@bimbler  well at least its not beautiful sunshine and stuck in traffic,0
@tdangkhoa Ã  hÃ¡... ... but I'm jobless now ,0
Super awesome ikea trip. But didn't have time to get the hammock ,0
@joeymcintyre SEXY pic!  keep em coming!! ,1
@Couture1985 Did you get to watch it? I missed it ,0
is bored outta my mind.... my psp charger broke.... can't charge and play..... ,0
still studyingggg  i hate econ.,0
@DearJannellynn Why don't you think you can go? ,0
@Jessbfoo why by yourselfs? PICK ME UPS! I has no wheels. ,0
@ScotRadcliffe Will do ,1
Oh no! Epic fail on Beef burgundy with horseradish dumplings.  They  were like little white turds in an otherwise respectable casserole ,0
@athugspassion Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
"I can't sleep. Between my son having nightmares  poor baby, and my allergies kickin my buttocks, I.....yep, you guessed it....can't sleep.",0
"@thefreezepop It's really windy and rainy and shit here, but I have to get out of this room. I kinda need to get out of the uni too ",0
having cup of tea weather not to good ,0
"just got home. Had to pay for my own ticket, bleh. Ah, well. More disappointed about not getting anything from my parents. ",0
Got my MacBook back! ,1
Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls ,0
@dannywood I thimk you were working on those muscles we love so much. ,1
Gloria got a copy of her video...but not from the person who stole it. UGH LEV stole a lot of things from me ,0
"@lindarr Definitely take some time to pray. For some reason, it always works! ",1
@Dannymcfly it waaaaaaas peeeeeeeeeeeeeerfect dannnnnny  hahaha love you,0
Who wants to talk platform? I'll be on here from 11 - 12 a.m. today if anyone wants to shoot the platform breeze. ,1
@rjbishere yes it seems thats all i do ,0
I'm home!!!!! Gonna take a much needed shower. Chat with you in a bit ,1
"@Partly_Cloudi oh darn, too late. Your man was on all in a white suit looking good ",1
@wikipeteia i enjoy twirly bits.    email me details and I can maybe do something up.  sarahnoid at gmail,1
I'm thinking the only thing more bullshit than an eigth grade graduation is that apparently my eyes see different colors ,0
@DinoGoesRawr they were supposed 2 b coming.. thats wat the radio said.. ,0
Still haven't heard anything  Contact me already!,0
Shout out to everyone who showed love like y'all sure know how to make a girl feel loved ,1
 grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.,0
@chrisreinhard screenshots? can't give you any other kind of preview - you'd need VPN access  ...ya wanna?,0
@PaulRandal Twitpic = 502 Bad Gateway ,0
watching mean girls and eating candy ,1
@katevandervoort Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,1
@Mariahfan4eva yeaahh  !! oh lamb... IÂ´m so excited for today... canÂ´t WAIT!!!,1
@Bonedwarf just sort by file type and select the block you want ..... tis easy ,1
i want my phoneee back  gaaah.,0
"hi everyone! good morning  drinking my redbull, preparing to blog",1
@KennyEliasson Oh rly!? That sux! Switch to Thunderbird/IMAP and everything works like a charm ,1
Awww Hey Shooter tyvvvm . Thats my only rose that bloomed so far this year  Not to Worry I will bring the Kitties back soon Enough . Hugs,1
"@frodjo no it's boa tarde, as i get bck from work now=D  i'm in the middle of my day  well bom dia to you though",1
@EuropeanBandit let ur friend that's moving to LDN to follow us to get most out of netwrking among LDN expats! we'r here to help! cheers! ,1
@lu_lu ZOMG is @RichardGiles on something? ,1
@handgunsandemos keep an eye out for me. this new one costs $200 ,0
"just had yoga with my mummy..... was good, my boobs suffocated me in our shoulder stand though ",0
@TaoKahn lol. it's magic! PSL is crazy enough without 3 ppl in car and me going the wrong right/left. over and over. u-turn party ,0
way too early ,0
"@CHRISDJMOYLES morning Chris, have alook at this  -  http://tinyurl.com/lsrh3k - u will love it!",1
"@xXKittenxXx yea, Im a broke ass and cant make it unfortunately.. ",0
"*Keeping Cook and his family in my prayers.. Gosh, why in the world did that happen?  So unfortunate...",0
Just finished some exercise now I CAN lie out  I love not being in tech,1
i really want to go to the zoo today... ,1
"@Akelaa So far, Q and Dr. McCoy have been the most vocal.  Disgusting and gross were the terms they used.  ",0
"kicking back with the fire going, watching Labyrinth... oh yeah ",1
"is physically exhausted, but must finish the paintin ",0
won a bunch of tickets at boomers   LA-LA-LA-LAVA LAMP!!!!,1
"@deeped I like &quot;twitteratia&quot;  Agree, logging off again after a quick mobile twitter visit.",1
everyone's in Virginia/Ohio all week. ,0
"I'm mad, I erased all the pics in my camera by mistake! ",0
My #ziggo internet connection did go down again for a minute ,0
@mostazzza Im sorry I've failed you ,0
"@Ms_Cute No i dont know owt, noone tells me anything anymore im an outcast  aww i hope your feeling better and heres a long distance hug x",0
@Ceedee LOL Chris!!  Tell them that's the new policy.  Maybe they'll abide by it. ,1
gonna go to the signing party tonight and then geography ,0
at this skatepark in a mall in georgia. this is lame ,0
"@MariaLKanellis I'm very jealous,I live in the country miles away from a beach ",0
&quot;Hey biggie. biggie!&quot; lol. I had a sudden urge to be in the mustang. ,1
"started to congratulate all my relative-moms, only to find out that mother's day is actually next sunday ",1
Listening to Mitchel Musso and making a B-Day Present ,1
@BBWPornAwards Thank you so much! ,1
I'm back (on Twitter)!  Just had an amazing week on the Andaman Islands ,1
"savin CDs for later, not enough time right now ",0
@MissKatieJonas None  i have to pay. How's Miley world going?,0
"why are these homework so hard? but have to do it so that I can read Breaking Dawn, ",1
doh!... you know what i'm talking about ,0
"@Wimbledon it was horrible to watch, poor anne ",0
@mrallenakaneo its 30 away  and i havent gotten any new followers since friday...guess thats what i get for shuttin my damn mouth,0
@jpiasentin  Did you get my retarded message? How has the tangerine been treating you?,0
@inaheart BPD awareness month....HMMM.  ,1
@JuicyJones oh- I just found out that The Church played at Triple Door last night.  ,0
"martin officially is at his new home. it was so sad. i'll miss you, you big dummy. ",0
"@lionessblack Yogurt's one of those things that keeps.  As long as the foil top isn't distended, you can still eat it w/o fear of death ",1
@chrisbrogan I will see you at Fuse but I'm working tomorrow  sad to miss all the fun,0
"@indieicing we design with squarespace alot and I also use it for my personal blog, awesome platform, get your free trial and play... ",1
@tweetie i'll buy tweetie for mac as soon as you give me the option to not show the dock icon ,1
has new music in her mailbox as a thank you to yesterday's gooey chocolate cake  ,1
@anniecoupland you're just such an easy target ,1
Alarm Clock: 4:04 am: Jesse not found ,0
I'm running out of money ,0
@cohen_sydney is he on twitter?  I know @problogger he is into photography. Runs also popular photography blog too.,1
@martinhiggins although i should have done maths to a-level i think  i should be ok though,0
I am so done. ack. ,0
@Sega Can't you have a giveaway for just me? WAAAAAAH!!! ,0
"Off to lunch, outdoors ",1
"@dizzygurl I'm going back to Saga, Hanna.  So much to tell. Let's talk soon.",1
@Alomax drive safe sounds like you had a great time! ,1
"@kinkyloco Abaaa. Your twittering, and you dint even tell me?  HUHUHU",0
Just seen the fail whale. For the first time in ages. ,0
@SueCSmith I was in the building and came by to see if you were there today. But I couldn't find you! ,0
"@30STM_Denalie I'm great, luckily today is holiday  how about you? #echelonday #echelonday #echelonday #echelonday #echelonday",1
http://twitpic.com/6giwh - Me and Karen bringing a bit of Summer to the Office ,1
My phone is gone  Being phoneless is the worst. This temporary one is a piece. Any suggestions on what kind of phone I should buy?!,0
